"","longitude","latitude","date","year","time_frame"
"440",-93.3510742431,45.1757419389,2017-09-29,2017,"T2"
"441",-80.0615948439,43.394067727,2017-09-26,2017,"T2"
"442",-93.6190806666,45.004097979,2017-09-23,2017,"T2"
"443",-79.9964761734,43.5237126735,2017-09-24,2017,"T2"
"444",-93.3643941194,44.8991883421,2017-09-18,2017,"T2"
"445",-76.325781,45.435983,2017-05-28,2017,"T2"
"446",-89.32884092,41.84568504,2017-09-13,2017,"T2"
"447",-87.8778377362,42.0630813763,2017-09-10,2017,"T2"
"448",-78.2369905286,44.2613742518,2017-09-07,2017,"T2"
"449",-92.914033175,44.9050526674,2017-09-06,2017,"T2"
"450",-73.194725,44.0500805,2017-09-03,2017,"T2"
"451",-80.2083492367,43.5520141032,2000-05-22,2000,"T2"
"452",-76.7565994263,44.3758201599,2017-09-02,2017,"T2"
"453",-76.361901,45.441122,2017-05-28,2017,"T2"
"454",-75.8600383333,45.35857,2017-09-01,2017,"T2"
"455",-90.82775,43.1818866667,2017-08-04,2017,"T2"
"456",-84.473641,42.715111,2017-08-18,2017,"T2"
"457",-77.301599085,44.478200774,2017-08-27,2017,"T2"
"458",-75.863383,45.336252,2017-05-20,2017,"T2"
"459",-76.255095005,44.7678821932,2017-08-24,2017,"T2"
"460",-88.4902281315,42.8643601388,2017-08-25,2017,"T2"
"461",-93.2426681519,44.2752380371,2017-08-05,2017,"T2"
"462",-76.1046123505,44.5384276262,2017-08-23,2017,"T2"
"463",-87.7813528,42.00310133,2017-08-21,2017,"T2"
"464",-75.892349,45.373248,2017-08-20,2017,"T2"
"465",-93.7900317461,41.6113980487,2017-08-20,2017,"T2"
"466",-75.861435989,45.3606184759,2017-08-19,2017,"T2"
"467",-75.8647879964,45.3612438191,2017-08-18,2017,"T2"
"468",-73.4072542191,44.0338864572,2017-08-16,2017,"T2"
"469",-76.0925174319,42.9947860726,2017-08-15,2017,"T2"
"470",-75.8469783333,43.0613278333,2017-08-15,2017,"T2"
"471",-87.79087,42.0101083333,2017-08-13,2017,"T2"
"472",-82.4117222222,42.7682305556,2017-08-12,2017,"T2"
"473",-82.416204298,42.7671552496,2017-08-12,2017,"T2"
"474",-88.298785966,44.1528214328,2017-08-12,2017,"T2"
"475",-76.0703,44.3571,2017-06-17,2017,"T2"
"476",-79.8710633333,43.334305,2017-08-08,2017,"T2"
"477",-73.3475209214,44.6639700048,2017-08-07,2017,"T2"
"478",-78.36341,44.2218016667,2017-08-05,2017,"T2"
"479",-93.2484436035,44.2764015198,2017-08-01,2017,"T2"
"480",-78.10132863,44.50378435,2017-08-02,2017,"T2"
"481",-76.8643033333,44.367245,2017-08-01,2017,"T2"
"482",-79.93493557,43.292231988,2017-07-21,2017,"T2"
"483",-87.5218108,41.6875046,2017-07-18,2017,"T2"
"484",-88.5837120696,44.6360515246,2017-06-16,2017,"T2"
"485",-88.5837120696,44.6360515246,2017-06-16,2017,"T2"
"486",-75.1694791667,45.0292708333,2017-07-13,2017,"T2"
"487",-80.3526904621,43.3847650141,2017-07-16,2017,"T2"
"488",-80.35276379,43.38474261,2017-07-16,2017,"T2"
"489",-80.3525863589,43.3847716777,2017-07-16,2017,"T2"
"490",-84.1102766986,42.1850148244,2017-05-07,2017,"T2"
"491",-84.0894412994,42.3183837076,2017-05-07,2017,"T2"
"492",-89.1534500122,44.5553359985,2017-05-23,2017,"T2"
"493",-76.251718401,44.7697977284,2017-07-09,2017,"T2"
"494",-89.3557478091,43.4576028688,2017-06-16,2017,"T2"
"495",-92.7033787687,45.0115811499,2017-07-06,2017,"T2"
"496",-77.2262477875,44.4840146145,2017-07-01,2017,"T2"
"497",-76.254837513,44.7661052224,2017-07-01,2017,"T2"
"498",-89.32710632,42.89170355,2017-06-21,2017,"T2"
"499",-78.04598,44.2848666667,2017-07-01,2017,"T2"
"500",-89.717984,43.414566,2017-06-27,2017,"T2"
"501",-90.29800956,42.22296648,2017-06-24,2017,"T2"
"502",-77.1634304523,44.3876652289,2017-06-22,2017,"T2"
"503",-83.0785739,42.2656784,2017-06-21,2017,"T2"
"504",-83.7940922778,40.0574479162,2017-06-17,2017,"T2"
"505",-88.160199,43.64139,2017-06-11,2017,"T2"
"506",-87.8494519925,43.9152556266,2017-06-04,2017,"T2"
"507",-88.3910447359,43.0357329211,2017-06-01,2017,"T2"
"508",-88.1208209787,44.5700998139,2017-06-06,2017,"T2"
"509",-90.0059241634,43.9366215396,2017-06-05,2017,"T2"
"510",-88.018434,43.868357,2017-06-04,2017,"T2"
"511",-88.597754,42.822622,2017-06-03,2017,"T2"
"512",-91.6290843208,44.0938178637,2017-06-02,2017,"T2"
"513",-77.4399984785,44.5983191531,2017-06-02,2017,"T2"
"514",-77.5702768315,44.4322822151,2017-06-02,2017,"T2"
"515",-93.2040166667,44.9364666667,2017-06-01,2017,"T2"
"516",-73.22806304,44.38637265,2017-06-01,2017,"T2"
"517",-88.6289507169,42.8457513959,2017-05-21,2017,"T2"
"518",-75.3778839111,45.2671547633,2017-05-29,2017,"T2"
"519",-75.3807163239,45.2687253448,2017-05-29,2017,"T2"
"520",-75.3779697418,45.2678192454,2017-05-29,2017,"T2"
"521",-89.9013833333,43.91917,2017-05-29,2017,"T2"
"522",-91.53381,45.57481,2017-05-28,2017,"T2"
"523",-87.5280976,41.6846592,2017-05-13,2017,"T2"
"524",-75.3753948212,45.2665959883,2017-05-24,2017,"T2"
"525",-93.6806253624,44.8797719088,2017-05-23,2017,"T2"
"526",-75.224348,45.210482,2017-05-07,2017,"T2"
"527",-88.62774,42.844793,2017-05-21,2017,"T2"
"528",-75.224886,45.209899,2017-05-07,2017,"T2"
"529",-82.4029830556,42.6701730556,2017-05-22,2017,"T2"
"530",-89.8830333333,43.8685033333,2017-05-19,2017,"T2"
"531",-92.6532948017,45.394958095,2017-05-19,2017,"T2"
"532",-73.2820200362,44.627895006,2017-05-18,2017,"T2"
"533",-73.3192323335,44.7745003598,2017-05-18,2017,"T2"
"534",-89.0278028333,41.2957333333,2017-03-03,2017,"T2"
"535",-92.62619,45.42129,2017-05-14,2017,"T2"
"536",-76.5039181709,44.2925239579,2017-05-13,2017,"T2"
"537",-74.641584,45.174916,2017-04-30,2017,"T2"
"538",-87.5265966667,41.68652,2017-05-13,2017,"T2"
"539",-75.4526827565,45.2285798357,2017-04-23,2017,"T2"
"540",-75.4340288988,45.2091235403,2017-04-23,2017,"T2"
"541",-75.4823091941,45.2727458448,2017-04-23,2017,"T2"
"542",-89.6725533333,43.0793916667,2017-05-06,2017,"T2"
"543",-89.5828552246,43.5428657532,2017-05-07,2017,"T2"
"544",-92.45807,45.37842,2017-05-07,2017,"T2"
"545",-89.005522,43.172778,2017-05-07,2017,"T2"
"546",-92.8047482754,44.5450304397,2017-05-06,2017,"T2"
"547",-88.2319283333,42.8852633333,2017-05-04,2017,"T2"
"548",-73.129131,44.310445,2017-05-05,2017,"T2"
"549",-93.18155,44.468887,2017-05-02,2017,"T2"
"550",-90.0917755,38.4614404,2017-04-25,2017,"T2"
"551",-73.8861111111,42.9377777778,2017-04-29,2017,"T2"
"552",-92.8201784939,44.7161784908,2017-04-29,2017,"T2"
"553",-92.44611,45.37233,2017-04-25,2017,"T2"
"554",-83.831493,39.794109,2017-04-22,2017,"T2"
"555",-88.78067,43.0849,2017-04-23,2017,"T2"
"556",-88.3086687326,41.8342144352,2017-04-22,2017,"T2"
"557",-92.87916787,45.6115553,2017-04-22,2017,"T2"
"558",-89.4254092179,43.041694806,2017-04-06,2017,"T2"
"559",-88.1383964886,44.5247704816,2017-04-19,2017,"T2"
"560",-92.8085033566,44.5483335823,2017-04-17,2017,"T2"
"561",-87.82766749,41.89731522,2017-04-18,2017,"T2"
"562",-92.7320166667,45.3022583333,2017-04-17,2017,"T2"
"563",-84.1797083333,39.7120466667,2017-04-13,2017,"T2"
"564",-84.1808466667,39.7129533333,2017-04-13,2017,"T2"
"565",-93.186335,44.468351,2017-04-04,2017,"T2"
"566",-88.24285915,42.12170294,2017-03-27,2017,"T2"
"567",-80.1779783333,42.0509195,2017-03-11,2017,"T2"
"568",-87.830361,41.838455,2017-03-11,2017,"T2"
"569",-75.226456,45.208063,2016-10-23,2016,"T2"
"570",-73.8809967043,42.9391676908,2017-02-20,2017,"T2"
"571",-87.78103039,42.00327806,2017-02-12,2017,"T2"
"572",-76.1760449409,44.7135009591,2015-09-16,2015,"T2"
"573",-87.82792098,41.83733327,2017-01-29,2017,"T2"
"574",-84.4958638889,45.348325,2016-08-31,2016,"T2"
"575",-84.4958638889,45.348325,2016-08-31,2016,"T2"
"576",-79.929579,43.289902,2016-06-28,2016,"T2"
"577",-76.221877,45.203753,2016-06-18,2016,"T2"
"578",-75.79158,45.370701,2016-06-12,2016,"T2"
"579",-75.789761,45.370637,2016-06-12,2016,"T2"
"580",-75.796494,45.370504,2016-06-12,2016,"T2"
"581",-77.4311470985,44.1420895086,2008-08-19,2008,"T2"
"582",-87.744093,41.979327,2016-11-06,2016,"T2"
"583",-75.2414176,45.1982357,2016-10-23,2016,"T2"
"584",-84.2307086819,40.0554291205,2016-10-02,2016,"T2"
"585",-83.610903,43.037772,2016-09-23,2016,"T2"
"586",-87.738468647,41.978188145,2016-09-14,2016,"T2"
"587",-82.9921219698,39.9222625985,2016-09-02,2016,"T2"
"588",-83.45713,38.7641333333,2016-08-16,2016,"T2"
"589",-88.1737,43.1610380556,2016-08-06,2016,"T2"
"590",-73.3426179272,44.6652912861,2016-08-11,2016,"T2"
"591",-93.220789712,44.9310885184,2016-08-07,2016,"T2"
"592",-81.3234186172,42.6745794415,2016-05-20,2016,"T2"
"593",-76.0905904324,42.9966349528,2016-07-14,2016,"T2"
"594",-91.1289528333,39.6717533333,2016-07-10,2016,"T2"
"595",-83.396095,39.123026,2016-06-09,2016,"T2"
"596",-89.8190694444,43.1357527778,2016-06-13,2016,"T2"
"597",-91.5025267192,44.7955408646,2016-06-15,2016,"T2"
"598",-89.819175,43.1380972222,2016-06-13,2016,"T2"
"599",-75.789725,45.372866,2016-06-12,2016,"T2"
"600",-89.470852,41.98916,2016-05-21,2016,"T2"
"601",-75.4001616667,44.767005,2016-05-27,2016,"T2"
"602",-87.785853,42.150416,2016-05-03,2016,"T2"
"603",-87.63973,41.949167,2016-05-24,2016,"T2"
"604",-92.6544937492,45.3950646194,2016-05-20,2016,"T2"
"605",-73.4007402231,43.5766222096,2016-05-13,2016,"T2"
"606",-73.360605,44.067662,2016-04-29,2016,"T2"
"607",-76.0969065203,42.9987436787,2016-04-21,2016,"T2"
"608",-73.1382036769,42.0274932404,2016-04-25,2016,"T2"
"609",-75.736575,44.610358,2016-04-14,2016,"T2"
"610",-73.274047,44.054785,2015-08-24,2015,"T2"
"611",-86.304755,35.845855,2016-03-15,2016,"T2"
"612",-75.951377,45.343018,2014-06-28,2014,"T2"
"613",-75.489445,45.12871,2016-03-05,2016,"T2"
"614",-74.64156,45.17494,2013-10-10,2013,"T2"
"615",-82.39919,42.670811,2013-05-11,2013,"T2"
"616",-76.688203,44.465415,2013-08-10,2013,"T2"
"617",-88.96767351,42.42137323,2016-02-09,2016,"T2"
"618",-87.77707054,41.99822321,2016-02-06,2016,"T2"
"619",-93.191742,44.464362,2016-02-01,2016,"T2"
"620",-88.9673524,42.42426664,2016-01-29,2016,"T2"
"621",-73.33696,44.664934,2015-10-11,2015,"T2"
"622",-73.337928,44.66374,2015-10-11,2015,"T2"
"623",-73.402652,43.573448,2015-08-28,2015,"T2"
"624",-89.625371,39.871211,2015-09-16,2015,"T2"
"625",-73.18602,44.026423,2015-09-12,2015,"T2"
"626",-89.82708773,41.45468907,2015-09-04,2015,"T2"
"627",-73.315945,44.632263,2015-08-21,2015,"T2"
"628",-73.342,44.66707,2015-08-14,2015,"T2"
"629",-73.345341,44.664544,2015-08-14,2015,"T2"
"630",-73.347589,44.665066,2015-08-13,2015,"T2"
"631",-80.804677,37.354685,2015-07-31,2015,"T2"
"632",-93.33959923,44.70961644,2015-07-21,2015,"T2"
"633",-83.796908,40.058759,2015-07-13,2015,"T2"
"634",-71.182889,42.245075,2015-05-14,2015,"T2"
"635",-82.877522,40.062001,2014-12-13,2014,"T2"
"636",-76.4866416667,42.442755,2014-11-16,2014,"T2"
"637",-76.094076,42.997172,2014-09-28,2014,"T2"
"638",-73.781712,45.357679,2012-07-19,2012,"T2"
"639",-73.952084,45.428877,2013-07-31,2013,"T2"
"640",-76.410202,44.52499,2011-08-28,2011,"T2"
"641",-76.410202,44.52499,2011-08-28,2011,"T2"
"642",-76.410202,44.52499,2011-08-28,2011,"T2"
"643",-75.797058,45.373348,2011-08-28,2011,"T2"
"644",-77.153742,43.842142,2011-08-10,2011,"T2"
"645",-73.284035,44.224045,2014-09-04,2014,"T2"
"646",-73.311993,43.644455,2014-08-18,2014,"T2"
"647",-83.949645,40.177844,2014-08-11,2014,"T2"
"648",-73.3475360089,44.6650733985,2014-08-06,2014,"T2"
"649",-89.99702329,40.36423411,2014-07-17,2014,"T2"
"650",-73.238799,44.409433,2014-06-16,2014,"T2"
"651",-73.415833,43.586098,2014-06-06,2014,"T2"
"652",-83.206766,41.609553,2014-05-17,2014,"T2"
"653",-88.2824124259,41.9054020762,2014-05-17,2014,"T2"
"654",-73.262715,44.271685,2014-03-03,2014,"T2"
"655",-87.999029,43.291451,2013-11-14,2013,"T2"
"656",-81.567859,41.135118,2013-11-09,2013,"T2"
"657",-88.493843,42.876467,2013-10-16,2013,"T2"
"658",-91.995134,43.764517,2013-09-21,2013,"T2"
"659",-87.777685,42.000529,2013-09-14,2013,"T2"
"660",-87.78117,42.00315,2013-09-14,2013,"T2"
"661",-89.861644,43.3270091,2013-08-22,2013,"T2"
"662",-83.796908,40.058759,2013-08-09,2013,"T2"
"663",-73.186181,44.023743,2013-08-07,2013,"T2"
"664",-91.38475741,43.93841539,2013-07-01,2013,"T2"
"665",-73.179252,44.019134,2013-07-02,2013,"T2"
"666",-89.90368458,43.34382626,2013-06-29,2013,"T2"
"667",-73.668798,43.321173,2013-06-24,2013,"T2"
"668",-73.412,43.586,2013-06-16,2013,"T2"
"669",-84.780086,43.078211,2013-04-29,2013,"T2"
"670",-73.1933778464,44.0349732708,2012-05-20,2012,"T2"
"671",-73.2573318481,44.2729682922,2012-03-07,2012,"T2"
"672",-73.1943206787,44.0199966431,2011-09-06,2011,"T2"
"673",-88.107170105,30.257976532,2019-04-06,2019,"T2"
"674",-82.304,29.6080283333,2019-04-04,2019,"T2"
"675",-75.7620037348,36.2056361977,2019-03-30,2019,"T2"
"676",-81.7541526065,26.2142159547,2019-03-04,2019,"T2"
"677",-89.9531333333,29.2654883333,2019-03-17,2019,"T2"
"678",-82.8089035024,27.8846188355,2019-03-27,2019,"T2"
"679",-89.2569345283,31.5060854173,2019-03-15,2019,"T2"
"680",-82.1162435599,26.4444585471,2019-03-25,2019,"T2"
"681",-91.756943074,31.8138875731,2019-03-23,2019,"T2"
"682",-82.8292823,28.0636131,2019-01-19,2019,"T2"
"683",-82.6642733188,29.9972359328,2019-03-24,2019,"T2"
"684",-76.1320354787,36.8016220925,2019-03-17,2019,"T2"
"685",-90.0576945754,30.3478931681,2019-03-16,2019,"T2"
"686",-82.4397149497,28.7086366117,2019-03-16,2019,"T2"
"687",-81.99205,29.691095,2019-03-13,2019,"T2"
"688",-81.760572,28.037388,2019-03-12,2019,"T2"
"689",-76.0501934309,36.9205182419,2019-03-12,2019,"T2"
"690",-93.9196593,29.7090765,2019-02-15,2019,"T2"
"691",-80.504663922,27.8138935101,2019-03-01,2019,"T2"
"692",-89.9633718,30.0310882,2019-02-26,2019,"T2"
"693",-82.8302944444,28.069475,2019-02-23,2019,"T2"
"694",-80.8022001389,28.5344677778,2019-02-16,2019,"T2"
"695",-91.7562255859,31.8268985748,2019-02-12,2019,"T2"
"696",-80.0808761549,26.949612801,2019-02-09,2019,"T2"
"697",-79.822229875,33.8693334632,2019-01-23,2019,"T2"
"698",-86.6500031565,32.2462560688,2014-08-13,2014,"T2"
"699",-82.6656033333,27.52197,2019-01-13,2019,"T2"
"700",-82.6683666667,27.4331283333,2019-01-11,2019,"T2"
"701",-82.3473374919,26.9034790993,2019-01-08,2019,"T2"
"702",-79.5770624294,32.9272569974,2017-12-11,2017,"T2"
"703",-82.5482783333,27.6545666667,2018-02-24,2018,"T2"
"704",-82.664025,27.5224583333,2017-10-31,2017,"T2"
"705",-82.661475,27.5148966667,2018-07-06,2018,"T2"
"706",-80.7623709,28.38539199,2018-12-15,2018,"T2"
"707",-80.8024586,28.5332359,2016-07-09,2016,"T2"
"708",-90.9107758974,33.7129259809,2017-06-29,2017,"T2"
"709",-80.6092824506,28.3358980679,2018-04-07,2018,"T2"
"710",-93.9760133333,29.93055,2018-10-10,2018,"T2"
"711",-80.08078171,26.94959722,2018-12-08,2018,"T2"
"712",-80.0806274414,26.9498806,2018-12-08,2018,"T2"
"713",-80.05582229,26.88341066,2018-12-03,2018,"T2"
"714",-79.9346418673,40.4080304124,2018-11-28,2018,"T2"
"715",-93.8799590897,32.6455132244,2018-11-24,2018,"T2"
"716",-82.5969161987,29.6101894379,2018-11-24,2018,"T2"
"717",-86.7642216667,33.1853333333,2018-11-18,2018,"T2"
"718",-81.2794123,29.8531411,2018-11-03,2018,"T2"
"719",-82.83116957,28.07247346,2018-10-29,2018,"T2"
"720",-88.1899871864,32.6025797753,2018-10-28,2018,"T2"
"721",-84.1820913292,30.0767247827,2018-10-27,2018,"T2"
"722",-76.8736655452,39.3141081138,2018-10-24,2018,"T2"
"723",-76.0492491398,36.9208535993,2018-03-18,2018,"T2"
"724",-93.8718547864,33.701501818,2018-10-18,2018,"T2"
"725",-76.0520695,36.9195216667,2018-10-14,2018,"T2"
"726",-92.0688208862,32.0960378516,2018-10-06,2018,"T2"
"727",-81.2719963308,29.866511234,2018-10-05,2018,"T2"
"728",-81.4307333333,31.0149027833,2018-09-28,2018,"T2"
"729",-84.1813429396,30.0758233374,2015-03-01,2015,"T2"
"730",-80.6081089,28.0836269,2018-09-15,2018,"T2"
"731",-79.98640312,40.58444692,2018-09-13,2018,"T2"
"732",-76.0082399101,37.3289460037,2018-09-09,2018,"T2"
"733",-78.5104217529,33.8658409119,2018-09-07,2018,"T2"
"734",-89.9545288086,29.2643756866,2018-08-05,2018,"T2"
"735",-91.4179630816,31.3613893828,2018-08-30,2018,"T2"
"736",-93.9470361111,29.6985388889,2017-03-30,2017,"T2"
"737",-76.0531833333,36.9188916667,2018-08-26,2018,"T2"
"738",-80.6613526386,28.1936470661,2018-08-25,2018,"T2"
"739",-88.73783,33.5088383333,2017-06-12,2017,"T2"
"740",-81.1616833333,39.4439083333,2018-04-25,2018,"T2"
"741",-81.5555888889,28.7642166667,2018-08-13,2018,"T2"
"742",-88.1077028333,30.257055,2018-08-11,2018,"T2"
"743",-75.7035113743,35.2058382787,2018-08-05,2018,"T2"
"744",-86.6476974487,32.2284049988,2018-08-05,2018,"T2"
"745",-80.786542,28.769795,2018-08-02,2018,"T2"
"746",-93.0510351,30.9430604,2018-07-29,2018,"T2"
"747",-85.097371,29.638153,2018-07-30,2018,"T2"
"748",-80.422905,27.7839883333,2018-07-21,2018,"T2"
"749",-82.6213311,28.850007,2018-06-26,2018,"T2"
"750",-77.4937998628,34.4566383352,2018-06-22,2018,"T2"
"751",-77.6280216667,34.3683466667,2018-06-21,2018,"T2"
"752",-79.9143535083,32.6671202728,2018-06-19,2018,"T2"
"753",-77.4753716667,34.465845,2018-06-17,2018,"T2"
"754",-82.3497035341,26.9067069266,2018-06-16,2018,"T2"
"755",-75.7601394653,36.189907074,2018-06-13,2018,"T2"
"756",-93.0024416667,35.0784333333,2018-06-03,2018,"T2"
"757",-82.5851017572,28.9719821233,2018-06-03,2018,"T2"
"758",-75.3601168748,37.9399710438,2018-05-27,2018,"T2"
"759",-82.42667333,28.70007286,2018-05-27,2018,"T2"
"760",-81.4393615723,30.6311645508,2018-05-27,2018,"T2"
"761",-93.7844739042,31.128513014,2018-05-11,2018,"T2"
"762",-82.00245,29.7158666667,2018-05-15,2018,"T2"
"763",-91.7110320088,30.4030603404,2018-05-05,2018,"T2"
"764",-80.1604036522,25.9015015327,2018-04-30,2018,"T2"
"765",-78.7191122678,35.8100982104,2018-04-30,2018,"T2"
"766",-93.7885711951,32.7852156771,2018-04-27,2018,"T2"
"767",-91.0950695,30.35603,2018-04-28,2018,"T2"
"768",-80.9969693181,28.5699878802,2018-04-27,2018,"T2"
"769",-92.9585333333,30.21673,2018-04-27,2018,"T2"
"770",-82.39737,29.703825,2018-04-22,2018,"T2"
"771",-80.7564771,28.2308428,2018-04-22,2018,"T2"
"772",-93.60126,29.757224,2018-04-15,2018,"T2"
"773",-82.6092216667,29.5797216667,2018-04-16,2018,"T2"
"774",-88.0844769869,30.2449070756,2018-04-14,2018,"T2"
"775",-86.5373721944,34.7212581111,2018-04-10,2018,"T2"
"776",-93.9222639799,29.7077450646,2018-04-03,2018,"T2"
"777",-88.5815361111,30.3353777778,2018-04-08,2018,"T2"
"778",-82.2995423592,29.6737033025,2018-03-24,2018,"T2"
"779",-80.2491949489,36.0744611467,2018-04-06,2018,"T2"
"780",-75.7468716667,36.1566611667,2018-04-02,2018,"T2"
"781",-80.4581622128,27.874276531,2018-04-01,2018,"T2"
"782",-78.7924491295,40.0099134009,2018-03-31,2018,"T2"
"783",-82.5444070996,29.6839761548,2018-03-27,2018,"T2"
"784",-80.24067259,27.25994628,2018-03-24,2018,"T2"
"785",-82.3496350554,26.9065780565,2018-03-23,2018,"T2"
"786",-82.3321383333,28.655955,2017-07-27,2017,"T2"
"787",-81.4258309734,31.015621014,2018-03-21,2018,"T2"
"788",-82.8308638889,28.0757805556,2018-03-11,2018,"T2"
"789",-82.2807385773,28.6727255211,2018-03-10,2018,"T2"
"790",-82.2810219695,28.6732026609,2018-03-10,2018,"T2"
"791",-79.0503166667,33.516875,2018-02-10,2018,"T2"
"792",-82.2740739686,28.490593233,2018-03-07,2018,"T2"
"793",-80.36283,27.53718,2018-03-01,2018,"T2"
"794",-82.6059883333,29.682745,2018-03-01,2018,"T2"
"795",-82.0456252714,29.8384572706,2018-02-26,2018,"T2"
"796",-88.0778539181,30.2487783401,2017-04-15,2017,"T2"
"797",-78.9813477029,36.0206537637,2018-02-24,2018,"T2"
"798",-80.3632283333,27.538225,2018-01-23,2018,"T2"
"799",-80.9008138721,35.7873837557,2018-01-22,2018,"T2"
"800",-80.0562039391,26.8864548672,2018-01-21,2018,"T2"
"801",-86.8107616667,33.16752,2018-01-11,2018,"T2"
"802",-75.5288888889,35.2361111111,2017-08-22,2017,"T2"
"803",-84.1805867851,30.0782253099,2017-12-30,2017,"T2"
"804",-92.2235620022,32.6808764188,2017-11-02,2017,"T2"
"805",-93.6799755869,32.4489709154,2017-12-18,2017,"T2"
"806",-93.680025302,32.449058136,2017-12-18,2017,"T2"
"807",-81.0317471667,28.6433466667,2017-11-15,2017,"T2"
"808",-82.3399276733,29.5969829559,2017-11-14,2017,"T2"
"809",-76.679849,34.696368,2017-11-04,2017,"T2"
"810",-92.28766033,34.71155445,2017-11-04,2017,"T2"
"811",-81.271930933,29.8664749264,2017-10-28,2017,"T2"
"812",-75.7199690771,39.8167164484,2017-10-28,2017,"T2"
"813",-92.488655,34.847775,2017-10-22,2017,"T2"
"814",-81.542,28.1174,2017-10-07,2017,"T2"
"815",-76.6599709486,34.7104829889,2017-09-24,2017,"T2"
"816",-88.5808324814,30.3335834034,2014-09-07,2014,"T2"
"817",-92.3045416667,34.7848972222,2017-09-17,2017,"T2"
"818",-76.0525805,36.9183083333,2017-09-17,2017,"T2"
"819",-84.383445,40.1502028333,2017-09-11,2017,"T2"
"820",-77.998123,33.880214,2017-09-10,2017,"T2"
"821",-80.5896083333,28.1301638333,2017-09-03,2017,"T2"
"822",-93.2570495605,30.293674469,2017-08-12,2017,"T2"
"823",-81.7816,28.0455,2017-08-08,2017,"T2"
"824",-89.9524916667,29.2582333333,2017-07-19,2017,"T2"
"825",-79.132639831,33.4107530723,2017-07-04,2017,"T2"
"826",-93.688605,30.7732716667,2017-06-24,2017,"T2"
"827",-81.414571,31.06808,2017-04-27,2017,"T2"
"828",-81.416459,31.068521,2017-04-27,2017,"T2"
"829",-81.2146215495,29.4974600103,2017-06-01,2017,"T2"
"830",-80.1816558838,32.5654235811,2017-05-31,2017,"T2"
"831",-77.6453098659,34.3533017793,2017-05-29,2017,"T2"
"832",-89.9651197,30.0315415,2017-05-20,2017,"T2"
"833",-88.924536612,37.3731402587,2017-04-11,2017,"T2"
"834",-80.345841944,32.4953567611,2017-04-20,2017,"T2"
"835",-92.2900916667,30.80375,2017-04-23,2017,"T2"
"836",-80.1914204658,25.9716687491,2017-04-18,2017,"T2"
"837",-92.284739166,30.7573903584,2017-04-02,2017,"T2"
"838",-92.2900916667,30.8036033333,2017-04-02,2017,"T2"
"839",-91.5112209,30.9412056,2017-02-18,2017,"T2"
"840",-91.5174619845,30.9231955564,2017-02-18,2017,"T2"
"841",-80.7751788566,28.6555273654,2017-01-14,2017,"T2"
"842",-79.702255,32.85782,2017-01-28,2017,"T2"
"843",-82.284456,29.5743493,2017-01-15,2017,"T2"
"844",-92.0704874722,29.9027903333,2016-11-01,2016,"T2"
"845",-79.5876646042,32.9043437975,2016-07-23,2016,"T2"
"846",-78.7646924705,35.7475668239,2016-11-12,2016,"T2"
"847",-78.9335033333,36.000469445,2016-09-18,2016,"T2"
"848",-79.1325959098,33.4106876515,2016-08-15,2016,"T2"
"849",-81.053352,28.620165,2015-03-21,2015,"T2"
"850",-77.01388154,38.88800969,2016-06-09,2016,"T2"
"851",-91.5240647117,30.977172076,2016-05-22,2016,"T2"
"852",-91.1761350744,30.4061293323,2016-05-08,2016,"T2"
"853",-80.1825288828,32.5667182313,2016-04-23,2016,"T2"
"854",-92.207308,29.680451,2016-03-30,2016,"T2"
"855",-81.424748785,31.0163501855,2016-03-23,2016,"T2"
"856",-90.833877,29.348869,2015-11-22,2015,"T2"
"857",-80.18198,32.566965,2015-11-17,2015,"T2"
"858",-92.8419333333,34.6344533333,2015-11-05,2015,"T2"
"859",-92.34237702,34.79271441,2015-08-30,2015,"T2"
"860",-80.182544,32.566745,2015-08-12,2015,"T2"
"861",-80.180214,32.567391,2015-07-13,2015,"T2"
"862",-80.802473,28.533236,2015-05-24,2015,"T2"
"863",-80.802473,28.533236,2015-05-23,2015,"T2"
"864",-88.828186,30.405545,2015-03-01,2015,"T2"
"865",-92.057063,30.616307,2014-06-09,2014,"T2"
"866",-93.67577465,32.4396937,2014-11-28,2014,"T2"
"867",-75.74488783,36.14464018,2014-12-24,2014,"T2"
"868",-93.61056,30.744997,2014-10-20,2014,"T2"
"869",-81.258659,29.771977,2009-08-28,2009,"T2"
"870",-91.878477,32.701405,2014-04-12,2014,"T2"
"871",-82.0654105023,29.607384461,2014-04-03,2014,"T2"
"872",-78.717449,35.811305,2014-03-01,2014,"T2"
"873",-79.03416,35.899198,2014-03-08,2014,"T2"
"874",-92.384058,34.802947,2014-01-26,2014,"T2"
"875",-92.38583,34.803675,2014-01-26,2014,"T2"
"876",-92.388458,34.805902,2014-01-26,2014,"T2"
"877",-92.395525,34.814158,2014-01-26,2014,"T2"
"878",-92.392254,34.813317,2014-01-26,2014,"T2"
"879",-93.914925,32.837639,2013-11-23,2013,"T2"
"880",-91.755106,31.861932,2013-05-28,2013,"T2"
"881",-82.2213141,28.3930492,2012-03-20,2012,"T2"
"882",-82.7584359795,29.9807313086,2019-04-04,2019,"T2"
"883",-81.4858033333,27.799305,2019-03-29,2019,"T2"
"884",-87.3178782468,40.2359506383,2019-03-23,2019,"T2"
"885",-82.5197767223,41.8534655058,2019-03-19,2019,"T2"
